Question,Labels,Annotation Type
اعاني من عدم التحكم بغضبي وعند ضرب شخص اضرب وانا لستو بوعييي لدرجة انني لااشعر بالذي افعله لكن اشعر وكانني اتلذذ بالضرب بعد الضرب استوعب ماذا فعلت وابكي واضرب نفسي واشعر بكتمه,['Social|Relationship'],Human Annotators
اعاني من عدم الشعور بالواقع والام قي خلف الراس واهتزاز الجسم و تنميل في الاطراف,['No'],Human Annotators
اعاني من عصبيه شديده واكتئاب وقلق وسواس وارق ارسد حبوب مهدئه علما باني مرضع وابني عمره ٣ شهور اريد حبوب لاتاثر ع الرضاعه,['No'],Human Annotators
اعاني من قلة تقة في نفسي ارى نفسي انسانة فاشلة و فكرة في انتحار اكره نفسي بشدة و عندي مشاكل نفسية,['No'],Human Annotators
اعاني من قلق شديد وحزن واكتاءب واحيانا اكره الحياة التي اعيشها ونصحوني بشرب دواء ازوبتيل مهدىء للاعصاب,['No'],Human Annotators
اعاني من قلق وتوتر واكتئاب وتغير الحاله المزاجية وزوجتي لا تتوقع مزاجي مره ثائر غاضب ومره اخرى هادي حيث اصابتني هذه الاعراض بسرعة القذف,['Social|Relationship'],Human Annotators
اعاني من قلق وخوف شديد من الموت وما بعد الموت ومن عملية الموت وايضاً لدي قلق من المستقبل + فاقد طعم الحماس الدراسي مثلما كنت سابقاً,['No'],Human Annotators
اعاني من كثرت التفكير وتخيل اشياء غير متوقعه واعاني من الم شديد بالجسم والراس وتنميل,['No'],Human Annotators
اعاني من كوابيس متكررة بشوف اكتر اشياء بخاف منها انها بتصير وبصحى مرعوبة او ببكي، عندي مشاكل في الجهاز الهضمي وباخدله ادوية، بشعر انه في علاقة بينهم.. شو اعمل ووين لازم اروح؟,['No'],Human Annotators
اعاني من مشاكل في حياتي اليومية بسبب الرهاب الاجتماعي ، اشعر اني مختلف كثيرا و احس انني مركز تفكير الناس من حولي ، اعاني من مشاكل و صعوبة في الاندماج مع المجتمع ، قلق توتر و خوف من الاماكن المكتضة بالبشر ،,['No'],Human Annotators
اعاني من مشاكل نفسية صعبة جداً بعد ترك العادة السرية مثل القلق الشديد و التوتر و الخوف تركتها لمدة شهرين و ما اتحسنت ماذا افعل لتزول اثارها النفسية فأنا لا استطيع التحمل طمني,['No'],Human Annotators
اعاني منذ فتره طويله من قلق ف النوم لأني ابتعدت عن الحشيش واصبح تدخيني له قليل جداً مقارنة بالماضي اصبحت اتناول بنادول نايت بشراهه واضافةً اصبحت اشعر ب آلام في قلبي كثيرا,['No'],Human Annotators
اعيش بالسعودية و من فترة اصابتني حالة الخوف من الاصابة بفيروس كورونا حيث انني اتوتر كل ما شعرت باحتقان بالحلق ر اشعر بان توتري هذا و كثرة قراءتي عن المرض تزيد الاحساس بالمرض عندي ماذا افعل ارجوكم ساعدوني فقد بدا الامر يسيطر على حياتي,['No'],Human Annotators
افكار عن الموت والمرض,['No'],Human Annotators
افكر كثير لدرجه تنسيني مافعلت او ماذا سوف افعل كثرة القلق والارق المزمن والشعور بالسلبيه والخوف قد يصل الم جسدي,['No'],Human Annotators
اكتئاب اوحدي ف لاوصه لازم تكون ضلمه مبكلش خالث او اكل كتير نوم كتيؤ اوي يااامنمش خالص صداع علطول ودوخه وقولون تعبني اوي بخاف من الناس اوي علطول بعيط ومليش حد,['Social|Relationship'],Human Annotators
اكتئاب وفوبيا من المجتمع وانعزال وانطوائية وتعامل بسلبية,['No'],Human Annotators
اكتئاب وقلق عام و رهاب اجتماعي,['No'],Human Annotators
اكره الاجتماعات وانزعج من الناس هل يوجد علاج لمشكلتي,['No'],Human Annotators
اكون نايمه واقوم من النوم وانا ضاقطه على سنوني بدون اي سبب موالم جدا. _. ماهو السبب لظغط السنون اثنئ النوم؟! وشكرا,['No'],Human Annotators
الاعراض الانسحابية للاستالوبرام قوية علي عندما تركته بسبب الخوف من تأثيره على الحمل ولكن الاعراض قوية ذهبت الطبيب اشعر بالمرض فحوصاتي سليمة كالدم والبول ولكن تعرضت لانتكاسة عند ترك الدواء منذ شهرين ولا استطيع زيارة الطبيب النفسي استخدمت جرعة ١٠ ثم ٢٠ ولمدة سنتين ونصف تقريبا اريد المساعدة ضروري,['Culture|Information'],Human Annotators
الاكتئاب و القلق و تأنيب الضمير بدون سبب و حب الموت و الوحدة و الانعزال عن الناس و تانيب الضمير بدون سبب,['No'],Human Annotators
الايام الفاتيت بدأت افكر في اني انتحر و كتبت رسيل لي اهلي مش خيفه من الموت و اخدت القرار بس جويا احساس بيقولي اني محتجه مساعده اهلي ضد فكرة الدكتور النفسي,['Culture|Norms and Morals'],Human Annotators
البكاء اثناء العلاقه ، متزوجه من شخص احبه لطيف معي اثناء العلاقه لاعلم سبب بكائي لان لايوجد الم وهذا الشعور الغريب اشعر به من فتره الى فتره متزوجه منذ 11 شهر,['Social|Relationship'],Human Annotators
البكاء اثناء النوم,['No'],Human Annotators
التعمق في الافكار السلبيه والحديث مع النفس بسلبيه الغوص في التفكير والخيال كثيرا اشعر اني مجمده وجسمي ثقيل ورأسي ثقيل واتنفس بصعوبه اخاف ان اصبح على هذا الحال بشكل دائم,['No'],Human Annotators
التفكير بشكل مفرط جدا_لا وجود دوافع نحو الحياه _التشاؤم _الم بأعصاب اليدين_احس بذنب لا اعرف من ماذا _صعوبه في التركيز وسرحان_صداع,['No'],Human Annotators
الجامعات بعد اسبوعين وانا عندي قلق ورهاب اجتماعي وكل ما اتذكر ان الدوامات قربت قلبي يدق بسرعه ونفسي ينقطع واحس اني ببكي هل في حبوب اخذها تهديني شوي وقت الحضوري؟,['Social|Relationship'],Human Annotators
الحزن طول الوقت انعدام الرغبه في كل ما احب الشعور بكره نفسي اكتر من اي شي و رغبه في الابتعاد عن الكل و البقاء وحيده,['No'],Human Annotators
الحزن والحسرة والكره الشديد لنفسي ومن حولي,"['Social|Life satisfaction', 'Social|Relationship']",Human Annotators
الخوف عند قيادة السيارات في الاماكن المزدحمه و الاحساس بأن الناس قد يصدموني و صعوبة تقدير المسافه بالتالي ضعف التركيز و تعليقات الناس على طريقة القياده في حال كان معي احد,['Social|Relationship'],Human Annotators
